ORGANIZATION,PROGRAM,DESCRIPTION,YTD_AMOUNT,QTD_AMOUNT                                                                                                                                                                                                    
2024 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,9414850.18,2699739.08
2024 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,TRAVEL,111998.68,24019.24
2024 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,TRANSPORTATION OF THINGS,44,0
2024 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,RENT  COMMUNICATION  UTILITIES,101775.1,27895.11
2024 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,2853.64,138
2024 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,OTHER SERVICES,16631.84,7491.08
2024 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,435870.95,370413.14
2024 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,EQUIPMENT,36711.53,16262.07
2024 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,GENERAL EXPENDITURES TOTALS:,10120735.92,3145957.72
2024 TRANSPORTATION-INFRASTRUCTURE,GENERAL EXPENDITURES,OFFICE TOTALS:,10120735.92,3145957.72
2024 TRANSPORTATION-INFRASTRUCTURE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,69271.63,3813.89
2024 TRANSPORTATION-INFRASTRUCTURE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,69271.63,3813.89
2024 TRANSPORTATION-INFRASTRUCTURE,INTERN ALLOWANCES,OFFICE TOTALS:,69271.63,3813.89
2024 COMMITTEE ON RULES,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,3239748.33,909575.62
2024 COMMITTEE ON RULES,GENERAL EXPENDITURES,TRAVEL,547.18,0
2024 COMMITTEE ON RULES,GENERAL EXPENDITURES,RENT  COMMUNICATION  UTILITIES,50617.55,10502.34
2024 COMMITTEE ON RULES,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1066.5,172
2024 COMMITTEE ON RULES,GENERAL EXPENDITURES,OTHER SERVICES,149197.18,62936.92
2024 COMMITTEE ON RULES,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,128482.34,84766.32
2024 COMMITTEE ON RULES,GENERAL EXPENDITURES,EQUIPMENT,54105.46,40657.82
2024 COMMITTEE ON RULES,GENERAL EXPENDITURES,GENERAL EXPENDITURES TOTALS:,3623764.54,1108611.02
2024 COMMITTEE ON RULES,GENERAL EXPENDITURES,OFFICE TOTALS:,3623764.54,1108611.02
2024 COMMITTEE ON RULES,INTERN ALLOWANCES,PERSONNEL COMPENSATION,46533.33,-500
2024 COMMITTEE ON RULES,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,46533.33,-500
2024 COMMITTEE ON RULES,INTERN ALLOWANCES,OFFICE TOTALS:,46533.33,-500
2024 COMM ON SCIENCE SPACE&TECH MAJ,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,5964903.26,1736652.67
2024 COMM ON SCIENCE SPACE&TECH MAJ,GENERAL EXPENDITURES,TRAVEL,36058.16,8906.63
2024 COMM ON SCIENCE SPACE&TECH MAJ,GENERAL EXPENDITURES,RENT  COMMUNICATION  UTILITIES,57231.05,16128.95
2024 COMM ON SCIENCE SPACE&TECH MAJ,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,4031.9,210
2024 COMM ON SCIENCE SPACE&TECH MAJ,GENERAL EXPENDITURES,OTHER SERVICES,2076.06,51
2024 COMM ON SCIENCE SPACE&TECH MAJ,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,288590.14,261450.35
2024 COMM ON SCIENCE SPACE&TECH MAJ,GENERAL EXPENDITURES,EQUIPMENT,9772.77,5211.11
2024 COMM ON SCIENCE SPACE&TECH MAJ,GENERAL EXPENDITURES,GENERAL EXPENDITURES TOTALS:,6362663.34,2028610.71
2024 COMM ON SCIENCE SPACE&TECH MAJ,GENERAL EXPENDITURES,OFFICE TOTALS:,6362663.34,2028610.71
2024 COMM ON SCIENCE SPACE&TECH MAJ,INTERN ALLOWANCES,PERSONNEL COMPENSATION,53827.09,14000.01
2024 COMM ON SCIENCE SPACE&TECH MAJ,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,53827.09,14000.01
2024 COMM ON SCIENCE SPACE&TECH MAJ,INTERN ALLOWANCES,OFFICE TOTALS:,53827.09,14000.01
2024 COMMITTEE ON SMALL BUSINESS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,3245784.41,854384.47
2024 COMMITTEE ON SMALL BUSINESS,GENERAL EXPENDITURES,TRAVEL,12710.02,2651.25
2024 COMMITTEE ON SMALL BUSINESS,GENERAL EXPENDITURES,RENT  COMMUNICATION  UTILITIES,21308.06,6042.25
2024 COMMITTEE ON SMALL BUSINESS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1371.01,38
2024 COMMITTEE ON SMALL BUSINESS,GENERAL EXPENDITURES,OTHER SERVICES,4315,1155
2024 COMMITTEE ON SMALL BUSINESS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,124169.48,105902.03
2024 COMMITTEE ON SMALL BUSINESS,GENERAL EXPENDITURES,EQUIPMENT,16115.58,3243
2024 COMMITTEE ON SMALL BUSINESS,GENERAL EXPENDITURES,GENERAL EXPENDITURES TOTALS:,3425773.56,973416
2024 COMMITTEE ON SMALL BUSINESS,GENERAL EXPENDITURES,OFFICE TOTALS:,3425773.56,973416
2024 COMMITTEE ON SMALL BUSINESS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,34604.14,0
2024 COMMITTEE ON SMALL BUSINESS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,34604.14,0
2024 COMMITTEE ON SMALL BUSINESS,INTERN ALLOWANCES,OFFICE TOTALS:,34604.14,0
2024 COMMITTEE ON ETHICS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,3908202.67,1117477.78
2024 COMMITTEE ON ETHICS,GENERAL EXPENDITURES,TRAVEL,2782.72,1564.6
2024 COMMITTEE ON ETHICS,GENERAL EXPENDITURES,RENT  COMMUNICATION  UTILITIES,27862.06,6550.59
2024 COMMITTEE ON ETHICS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,2510.66,591.5
2024 COMMITTEE ON ETHICS,GENERAL EXPENDITURES,OTHER SERVICES,100247,56908
2024 COMMITTEE ON ETHICS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,19946.19,3678.42
2024 COMMITTEE ON ETHICS,GENERAL EXPENDITURES,EQUIPMENT,57145.87,3229.91
2024 COMMITTEE ON ETHICS,GENERAL EXPENDITURES,GENERAL EXPENDITURES TOTALS:,4118697.17,1190000.8
2024 COMMITTEE ON ETHICS,GENERAL EXPENDITURES,OFFICE TOTALS:,4118697.17,1190000.8
2024 TASK FORCE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,1206628.75,888036.06
2024 TASK FORCE,GENERAL EXPENDITURES,TRAVEL,30781.54,17514.32
2024 TASK FORCE,GENERAL EXPENDITURES,RENT  COMMUNICATION  UTILITIES,36500.42,34324.98
2024 TASK FORCE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,2816.5,1775.5
2024 TASK FORCE,GENERAL EXPENDITURES,OTHER SERVICES,67151.07,63869.15
2024 TASK FORCE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,45004.74,14913.55
2024 TASK FORCE,GENERAL EXPENDITURES,EQUIPMENT,51243.57,10872.05
2024 TASK FORCE,GENERAL EXPENDITURES,GENERAL EXPENDITURES TOTALS:,1440126.59,1031305.61
2024 TASK FORCE,GENERAL EXPENDITURES,OFFICE TOTALS:,1440126.59,1031305.61
2024 COMMITTEE ON VETERANS AFFAIRS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,4814388.82,1467070.62
2024 COMMITTEE ON VETERANS AFFAIRS,GENERAL EXPENDITURES,TRAVEL,206303.71,51261.56
2024 COMMITTEE ON VETERANS AFFAIRS,GENERAL EXPENDITURES,RENT  COMMUNICATION  UTILITIES,59720.24,15273.76
2024 COMMITTEE ON VETERANS AFFAIRS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,1114.19,387.79
2024 COMMITTEE ON VETERANS AFFAIRS,GENERAL EXPENDITURES,OTHER SERVICES,70619.51,18276.04
2024 COMMITTEE ON VETERANS AFFAIRS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,80712.62,35237.77
2024 COMMITTEE ON VETERANS AFFAIRS,GENERAL EXPENDITURES,EQUIPMENT,41956.93,9777.01
2024 COMMITTEE ON VETERANS AFFAIRS,GENERAL EXPENDITURES,GENERAL EXPENDITURES TOTALS:,5274816.02,1597284.55
2024 COMMITTEE ON VETERANS AFFAIRS,GENERAL EXPENDITURES,OFFICE TOTALS:,5274816.02,1597284.55
2024 COMMITTEE ON VETERANS AFFAIRS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,52895.32,10680
2024 COMMITTEE ON VETERANS AFFAIRS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,52895.32,10680
2024 COMMITTEE ON VETERANS AFFAIRS,INTERN ALLOWANCES,OFFICE TOTALS:,52895.32,10680
2024 COMMITTEE ON WAYS AND MEANS,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,10544229.88,3022114.68
2024 COMMITTEE ON WAYS AND MEANS,GENERAL EXPENDITURES,TRAVEL,376488.2,57866.92
2024 COMMITTEE ON WAYS AND MEANS,GENERAL EXPENDITURES,RENT  COMMUNICATION  UTILITIES,154373.61,44311.41
2024 COMMITTEE ON WAYS AND MEANS,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,34886.44,23012.82
2024 COMMITTEE ON WAYS AND MEANS,GENERAL EXPENDITURES,OTHER SERVICES,137201.82,34081.53
2024 COMMITTEE ON WAYS AND MEANS,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,440568.07,314776.78
2024 COMMITTEE ON WAYS AND MEANS,GENERAL EXPENDITURES,EQUIPMENT,59968.76,10475.69
2024 COMMITTEE ON WAYS AND MEANS,GENERAL EXPENDITURES,GENERAL EXPENDITURES TOTALS:,11747716.78,3506639.83
2024 COMMITTEE ON WAYS AND MEANS,GENERAL EXPENDITURES,OFFICE TOTALS:,11747716.78,3506639.83
2024 COMMITTEE ON WAYS AND MEANS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,125472.56,13051.1
2024 COMMITTEE ON WAYS AND MEANS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,125472.56,13051.1
2024 COMMITTEE ON WAYS AND MEANS,INTERN ALLOWANCES,OFFICE TOTALS:,125472.56,13051.1
2024 INTELLIGENCE,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,6785237.5,1808233.65
2024 INTELLIGENCE,GENERAL EXPENDITURES,TRAVEL,79852.3,40114.82
2024 INTELLIGENCE,GENERAL EXPENDITURES,RENT  COMMUNICATION  UTILITIES,56684.87,14930.73
2024 INTELLIGENCE,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,4179.7,0
2024 INTELLIGENCE,GENERAL EXPENDITURES,OTHER SERVICES,205748.97,69732.8
2024 INTELLIGENCE,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,135104.92,38702.37
2024 INTELLIGENCE,GENERAL EXPENDITURES,EQUIPMENT,410462.82,350503.8
2024 INTELLIGENCE,GENERAL EXPENDITURES,GENERAL EXPENDITURES TOTALS:,7677271.08,2322218.17
2024 INTELLIGENCE,GENERAL EXPENDITURES,OFFICE TOTALS:,7677271.08,2322218.17
2024 SELECT COMMITTEE COMPETITION US AND CHINA,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,4082323.62,1147320.79
2024 SELECT COMMITTEE COMPETITION US AND CHINA,GENERAL EXPENDITURES,TRAVEL,37711.83,5968.6
2024 SELECT COMMITTEE COMPETITION US AND CHINA,GENERAL EXPENDITURES,RENT  COMMUNICATION  UTILITIES,51273.99,11894.54
2024 SELECT COMMITTEE COMPETITION US AND CHINA,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,2837.3,556.76
2024 SELECT COMMITTEE COMPETITION US AND CHINA,GENERAL EXPENDITURES,OTHER SERVICES,40570.14,489.66
2024 SELECT COMMITTEE COMPETITION US AND CHINA,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,45832.13,15632.21
2024 SELECT COMMITTEE COMPETITION US AND CHINA,GENERAL EXPENDITURES,EQUIPMENT,5651.18,1485
2024 SELECT COMMITTEE COMPETITION US AND CHINA,GENERAL EXPENDITURES,GENERAL EXPENDITURES TOTALS:,4266200.19,1183347.56
2024 SELECT COMMITTEE COMPETITION US AND CHINA,GENERAL EXPENDITURES,OFFICE TOTALS:,4266200.19,1183347.56
2024 SELECT COMMITTEE COMPETITION US AND CHINA,INTERN ALLOWANCES,PERSONNEL COMPENSATION,45738.34,3600
2024 SELECT COMMITTEE COMPETITION US AND CHINA,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,45738.34,3600
2024 SELECT COMMITTEE COMPETITION US AND CHINA,INTERN ALLOWANCES,OFFICE TOTALS:,45738.34,3600
2024 HOMELAND SECURITY,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,7726418.45,1999828.57
2024 HOMELAND SECURITY,GENERAL EXPENDITURES,TRAVEL,117540.41,49597.95
2024 HOMELAND SECURITY,GENERAL EXPENDITURES,RENT  COMMUNICATION  UTILITIES,98968.77,24956.51
2024 HOMELAND SECURITY,GENERAL EXPENDITURES,PRINTING AND REPRODUCTION,908.08,49.5
2024 HOMELAND SECURITY,GENERAL EXPENDITURES,OTHER SERVICES,73808.87,16746.05
2024 HOMELAND SECURITY,GENERAL EXPENDITURES,SUPPLIES AND MATERIALS,159131.62,129396.89
2024 HOMELAND SECURITY,GENERAL EXPENDITURES,EQUIPMENT,9024,2256
2024 HOMELAND SECURITY,GENERAL EXPENDITURES,GENERAL EXPENDITURES TOTALS:,8185800.2,2222831.47
2024 HOMELAND SECURITY,GENERAL EXPENDITURES,OFFICE TOTALS:,8185800.2,2222831.47
2024 HOMELAND SECURITY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,129796.49,0
2024 HOMELAND SECURITY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,129796.49,0
2024 HOMELAND SECURITY,INTERN ALLOWANCES,OFFICE TOTALS:,129796.49,0
2024 GENERAL ADMIN - SPEC & SELECT,GENERAL EXPENDITURES,PERSONNEL COMPENSATION,0,0
2024 GENERAL ADMIN - SPEC & SELECT,GENERAL EXPENDITURES,GENERAL EXPENDITURES TOTALS:,0,0
2024 GENERAL ADMIN - SPEC & SELECT,GENERAL EXPENDITURES,OFFICE TOTALS:,0,0
FISCAL YEAR 2025 GOVERNMENT CONTRIBUTIONS,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,58143619.83,58143619.83
FISCAL YEAR 2025 GOVERNMENT CONTRIBUTIONS,GOVERNMENT CONTRIBUTIONS,OTHER SERVICES,109048.5,109048.5
FISCAL YEAR 2025 GOVERNMENT CONTRIBUTIONS,GOVERNMENT CONTRIBUTIONS,GOVERNMENT CONTRIBUTIONS TOTALS:,58252668.33,58252668.33
FISCAL YEAR 2025 GOVERNMENT CONTRIBUTIONS,GOVERNMENT CONTRIBUTIONS,OFFICE TOTALS:,58252668.33,58252668.33
FISCAL YEAR 2025 STATIONERY,NON - PERSONNEL,TRANSPORTATION OF THINGS,255.84,255.84
FISCAL YEAR 2025 STATIONERY,NON - PERSONNEL,RENT  COMMUNICATION  UTILITIES,2217.14,2217.14
FISCAL YEAR 2025 STATIONERY,NON - PERSONNEL,OTHER SERVICES,49620.9,49620.9
FISCAL YEAR 2025 STATIONERY,NON - PERSONNEL,SUPPLIES AND MATERIALS,1459915.14,1459915.14
FISCAL YEAR 2025 STATIONERY,NON - PERSONNEL,EQUIPMENT,11347.19,11347.19
FISCAL YEAR 2025 STATIONERY,NON - PERSONNEL,NON - PERSONNEL TOTALS:,1523356.21,1523356.21
FISCAL YEAR 2025 STATIONERY,NON - PERSONNEL,OFFICE TOTALS:,1523356.21,1523356.21
FISCAL YEAR 2025 NET EXP OF EQUIP,NET EXPENSE OF EQUIPMENT,RENT  COMMUNICATION  UTILITIES,-18694.35,-18694.35
FISCAL YEAR 2025 NET EXP OF EQUIP,NET EXPENSE OF EQUIPMENT,SUPPLIES AND MATERIALS,62860.2,62860.2
FISCAL YEAR 2025 NET EXP OF EQUIP,NET EXPENSE OF EQUIPMENT,EQUIPMENT,1612957.97,1612957.97
FISCAL YEAR 2025 NET EXP OF EQUIP,NET EXPENSE OF EQUIPMENT,NET EXPENSE OF EQUIPMENT TOTALS:,1657123.82,1657123.82
FISCAL YEAR 2025 NET EXP OF EQUIP,NET EXPENSE OF EQUIPMENT,OFFICE TOTALS:,1657123.82,1657123.82
FISCAL YEAR 2025 NET EXPENSES TELECOMMUNICATION,TELEPHONES,RENT  COMMUNICATION  UTILITIES,19524,19524
FISCAL YEAR 2025 NET EXPENSES TELECOMMUNICATION,TELEPHONES,TELEPHONES TOTALS:,19524,19524
FISCAL YEAR 2025 NET EXPENSES TELECOMMUNICATION,CELLULAR,RENT  COMMUNICATION  UTILITIES,1962154.85,1962154.85
FISCAL YEAR 2025 NET EXPENSES TELECOMMUNICATION,CELLULAR,CELLULAR TOTALS:,1962154.85,1962154.85
FISCAL YEAR 2025 NET EXPENSES TELECOMMUNICATION,DC LONG DISTANCE,RENT  COMMUNICATION  UTILITIES,36556.5,36556.5
FISCAL YEAR 2025 NET EXPENSES TELECOMMUNICATION,DC LONG DISTANCE,DC LONG DISTANCE TOTALS:,36556.5,36556.5
FISCAL YEAR 2025 NET EXPENSES TELECOMMUNICATION,DC LOCAL SERVICE,RENT  COMMUNICATION  UTILITIES,384844.23,384844.23
FISCAL YEAR 2025 NET EXPENSES TELECOMMUNICATION,DC LOCAL SERVICE,OTHER SERVICES,3539.5,3539.5
FISCAL YEAR 2025 NET EXPENSES TELECOMMUNICATION,DC LOCAL SERVICE,DC LOCAL SERVICE TOTALS:,388383.73,388383.73
FISCAL YEAR 2025 NET EXPENSES TELECOMMUNICATION,DO LONG DISTANCE,RENT  COMMUNICATION  UTILITIES,664782.95,664782.95
FISCAL YEAR 2025 NET EXPENSES TELECOMMUNICATION,DO LONG DISTANCE,DO LONG DISTANCE TOTALS:,664782.95,664782.95
FISCAL YEAR 2025 NET EXPENSES TELECOMMUNICATION,DO EQUIPMENT MAINTENANCE,RENT  COMMUNICATION  UTILITIES,874.44,874.44
FISCAL YEAR 2025 NET EXPENSES TELECOMMUNICATION,DO EQUIPMENT MAINTENANCE,DO EQUIPMENT MAINTENANCE TOTALS:,874.44,874.44
FISCAL YEAR 2025 NET EXPENSES TELECOMMUNICATION,DO EQUIPMENT MAINTENANCE,OFFICE TOTALS:,3072276.47,3072276.47
FISCAL YEAR 2025 SERVICE MANAGEMENT,HOUSE EXERCISE FACILITY,OTHER SERVICES,6720.63,6720.63
FISCAL YEAR 2025 SERVICE MANAGEMENT,HOUSE EXERCISE FACILITY,HOUSE EXERCISE FACILITY TOTALS:,6720.63,6720.63
FISCAL YEAR 2025 SERVICE MANAGEMENT,POSTAL DELIVERY FEE,RENT  COMMUNICATION  UTILITIES,99.52,99.52
FISCAL YEAR 2025 SERVICE MANAGEMENT,POSTAL DELIVERY FEE,POSTAL DELIVERY FEE TOTALS:,99.52,99.52
FISCAL YEAR 2025 SERVICE MANAGEMENT,FOOD SERVICE,OTHER SERVICES,747,747
FISCAL YEAR 2025 SERVICE MANAGEMENT,FOOD SERVICE,SUPPLIES AND MATERIALS,33425.5,33425.5
FISCAL YEAR 2025 SERVICE MANAGEMENT,FOOD SERVICE,EQUIPMENT,70041.62,70041.62
FISCAL YEAR 2025 SERVICE MANAGEMENT,FOOD SERVICE,FOOD SERVICE TOTALS:,104214.12,104214.12
FISCAL YEAR 2025 SERVICE MANAGEMENT,FOOD SERVICE,OFFICE TOTALS:,111034.27,111034.27
FISCAL YEAR 2025 HOUSE CHILD CARE CENTER,CHILD CARE CENTER,PERSONNEL COMPENSATION,1046686.36,1046686.36
FISCAL YEAR 2025 HOUSE CHILD CARE CENTER,CHILD CARE CENTER,RENT  COMMUNICATION  UTILITIES,11813.16,11813.16
FISCAL YEAR 2025 HOUSE CHILD CARE CENTER,CHILD CARE CENTER,PRINTING AND REPRODUCTION,195.66,195.66
FISCAL YEAR 2025 HOUSE CHILD CARE CENTER,CHILD CARE CENTER,OTHER SERVICES,22830.41,22830.41
FISCAL YEAR 2025 HOUSE CHILD CARE CENTER,CHILD CARE CENTER,SUPPLIES AND MATERIALS,96340.2,96340.2
FISCAL YEAR 2025 HOUSE CHILD CARE CENTER,CHILD CARE CENTER,EQUIPMENT,12579.1,12579.1
FISCAL YEAR 2025 HOUSE CHILD CARE CENTER,CHILD CARE CENTER,CHILD CARE CENTER TOTALS:,1190444.89,1190444.89
FISCAL YEAR 2025 HOUSE CHILD CARE CENTER,CHILD CARE CENTER,OFFICE TOTALS:,1190444.89,1190444.89
FISCAL YEAR 2025 SUMMER CAMP,SUMMER CAMP,SUPPLIES AND MATERIALS,390,390
FISCAL YEAR 2025 SUMMER CAMP,SUMMER CAMP,SUMMER CAMP TOTALS:,390,390
FISCAL YEAR 2025 SUMMER CAMP,SUMMER CAMP,OFFICE TOTALS:,390,390
FISCAL YEAR 2025 OFFICE OF ATTENDING PHYSICIAN,PERSONNEL,PERSONNEL BENEFITS,55800,55800
FISCAL YEAR 2025 OFFICE OF ATTENDING PHYSICIAN,PERSONNEL,PERSONNEL TOTALS:,55800,55800
FISCAL YEAR 2025 OFFICE OF ATTENDING PHYSICIAN,NON - PERSONNEL,TRAVEL,752.87,752.87
FISCAL YEAR 2025 OFFICE OF ATTENDING PHYSICIAN,NON - PERSONNEL,RENT  COMMUNICATION  UTILITIES,8217.44,8217.44
FISCAL YEAR 2025 OFFICE OF ATTENDING PHYSICIAN,NON - PERSONNEL,OTHER SERVICES,1579,1579
FISCAL YEAR 2025 OFFICE OF ATTENDING PHYSICIAN,NON - PERSONNEL,SUPPLIES AND MATERIALS,44951.55,44951.55
FISCAL YEAR 2025 OFFICE OF ATTENDING PHYSICIAN,NON - PERSONNEL,EQUIPMENT,5094.23,5094.23
FISCAL YEAR 2025 OFFICE OF ATTENDING PHYSICIAN,NON - PERSONNEL,NON - PERSONNEL TOTALS:,60595.09,60595.09
FISCAL YEAR 2025 OFFICE OF ATTENDING PHYSICIAN,NON - PERSONNEL,OFFICE TOTALS:,116395.09,116395.09
FISCAL YEAR 2025 JOINT COMMMITTEE ON TAXATION,PERSONNEL,PERSONNEL COMPENSATION,2678824.37,2678824.37
FISCAL YEAR 2025 JOINT COMMMITTEE ON TAXATION,PERSONNEL,PERSONNEL TOTALS:,2678824.37,2678824.37
FISCAL YEAR 2025 JOINT COMMMITTEE ON TAXATION,NON - PERSONNEL,TRAVEL,3705.68,3705.68
FISCAL YEAR 2025 JOINT COMMMITTEE ON TAXATION,NON - PERSONNEL,RENT  COMMUNICATION  UTILITIES,18680.87,18680.87
FISCAL YEAR 2025 JOINT COMMMITTEE ON TAXATION,NON - PERSONNEL,OTHER SERVICES,35658.65,35658.65
FISCAL YEAR 2025 JOINT COMMMITTEE ON TAXATION,NON - PERSONNEL,SUPPLIES AND MATERIALS,147233.48,147233.48
FISCAL YEAR 2025 JOINT COMMMITTEE ON TAXATION,NON - PERSONNEL,EQUIPMENT,56775.53,56775.53
FISCAL YEAR 2025 JOINT COMMMITTEE ON TAXATION,NON - PERSONNEL,NON - PERSONNEL TOTALS:,262054.21,262054.21
FISCAL YEAR 2025 JOINT COMMMITTEE ON TAXATION,NON - PERSONNEL,OFFICE TOTALS:,2940878.58,2940878.58
FISCAL YEAR 2025 SUPPLIES AND MATERIALS,SUPPLIES AND MATERIALS,TRANSPORTATION OF THINGS,93600,93600
FISCAL YEAR 2025 SUPPLIES AND MATERIALS,SUPPLIES AND MATERIALS,RENT  COMMUNICATION  UTILITIES,35034.81,35034.81
FISCAL YEAR 2025 SUPPLIES AND MATERIALS,SUPPLIES AND MATERIALS,PRINTING AND REPRODUCTION,404.5,404.5
FISCAL YEAR 2025 SUPPLIES AND MATERIALS,SUPPLIES AND MATERIALS,OTHER SERVICES,6527.88,6527.88
FISCAL YEAR 2025 SUPPLIES AND MATERIALS,SUPPLIES AND MATERIALS,SUPPLIES AND MATERIALS,3989.57,3989.57
FISCAL YEAR 2025 SUPPLIES AND MATERIALS,SUPPLIES AND MATERIALS,EQUIPMENT,9856.32,9856.32
FISCAL YEAR 2025 SUPPLIES AND MATERIALS,SUPPLIES AND MATERIALS,SUPPLIES AND MATERIALS TOTALS:,149413.08,149413.08
FISCAL YEAR 2025 SUPPLIES AND MATERIALS,SUPPLIES AND MATERIALS,OFFICE TOTALS:,149413.08,149413.08
FISCAL YEAR 2025 OFFICIAL MAIL,OFFICIAL MAIL,FRANKED MAIL,4709.7,4709.7
FISCAL YEAR 2025 OFFICIAL MAIL,OFFICIAL MAIL,OFFICIAL MAIL TOTALS:,4709.7,4709.7
FISCAL YEAR 2025 OFFICIAL MAIL,OFFICIAL MAIL,OFFICE TOTALS:,4709.7,4709.7
FISCAL YEAR 2025 MISCELLANEOUS AUTOMOBILES,MISCELLANEOUS AUTOMOBILES,TRAVEL,24249.3,24249.3
FISCAL YEAR 2025 MISCELLANEOUS AUTOMOBILES,MISCELLANEOUS AUTOMOBILES,MISCELLANEOUS AUTOMOBILES TOTALS:,24249.3,24249.3
FISCAL YEAR 2025 MISCELLANEOUS AUTOMOBILES,MISCELLANEOUS AUTOMOBILES,OFFICE TOTALS:,24249.3,24249.3
FISCAL YEAR 2025 MISC - RECEPTIONS,MISC - RECEPTIONS,SUPPLIES AND MATERIALS,6975.97,6975.97
FISCAL YEAR 2025 MISC - RECEPTIONS,MISC - RECEPTIONS,MISC - RECEPTIONS TOTALS:,6975.97,6975.97
FISCAL YEAR 2025 MISC - RECEPTIONS,MISC - RECEPTIONS,OFFICE TOTALS:,6975.97,6975.97
FISCAL YEAR 2025 OFFICE CONGRESSIONAL CONDUCT,OFFICE CONGRESSIONAL CONDUCT,PERSONNEL COMPENSATION,303076.26,303076.26
FISCAL YEAR 2025 OFFICE CONGRESSIONAL CONDUCT,OFFICE CONGRESSIONAL CONDUCT,RENT  COMMUNICATION  UTILITIES,7247.84,7247.84
FISCAL YEAR 2025 OFFICE CONGRESSIONAL CONDUCT,OFFICE CONGRESSIONAL CONDUCT,OTHER SERVICES,14983.77,14983.77
FISCAL YEAR 2025 OFFICE CONGRESSIONAL CONDUCT,OFFICE CONGRESSIONAL CONDUCT,SUPPLIES AND MATERIALS,5742.63,5742.63
FISCAL YEAR 2025 OFFICE CONGRESSIONAL CONDUCT,OFFICE CONGRESSIONAL CONDUCT,EQUIPMENT,3964.75,3964.75
FISCAL YEAR 2025 OFFICE CONGRESSIONAL CONDUCT,OFFICE CONGRESSIONAL CONDUCT,OFFICE CONGRESSIONAL CONDUCT TOTALS:,335015.25,335015.25
FISCAL YEAR 2025 OFFICE CONGRESSIONAL CONDUCT,OFFICE CONGRESSIONAL CONDUCT,OFFICE TOTALS:,335015.25,335015.25
2024 OFFICIAL MAIL,OFFICIAL MAIL,FRANKED MAIL,1427.71,223.52
2024 OFFICIAL MAIL,OFFICIAL MAIL,OFFICIAL MAIL TOTALS:,1427.71,223.52
2024 OFFICIAL MAIL,OFFICIAL MAIL,OFFICE TOTALS:,1427.71,223.52
